"Data (mm-dd)","Distrito","Óbitos"
"Mar-02","Portalegre","13"
"Mar-03","Portalegre","8"
"Mar-04","Portalegre","5"
"Mar-05","Portalegre","3"
"Mar-06","Portalegre","8"
"Mar-07","Portalegre","5"
"Mar-08","Portalegre","2"
"Mar-09","Portalegre","10"
"Mar-10","Portalegre","4"
"Mar-11","Portalegre","5"
"Mar-12","Portalegre","7"
"Mar-13","Portalegre","9"
"Mar-14","Portalegre","6"
"Mar-15","Portalegre","11"
"Mar-16","Portalegre","7"
"Mar-17","Portalegre","10"
"Mar-18","Portalegre","6"
"Mar-19","Portalegre","7"
"Mar-20","Portalegre","7"
"Mar-21","Portalegre","5"
"Mar-22","Portalegre","6"
"Mar-23","Portalegre","6"
"Mar-24","Portalegre","1"
"Mar-25","Portalegre","6"
"Mar-26","Portalegre","5"
"Mar-27","Portalegre","2"
"Mar-28","Portalegre","8"
"Mar-29","Portalegre","5"
"Mar-30","Portalegre","6"
"Mar-31","Portalegre","7"
"Abr-01","Portalegre","3"
"Abr-02","Portalegre","8"
"Abr-03","Portalegre","4"
"Abr-04","Portalegre","6"
"Abr-05","Portalegre","5"
"Abr-06","Portalegre","6"
"Abr-07","Portalegre","3"
"Abr-08","Portalegre","3"
"Abr-09","Portalegre","5"
"Abr-10","Portalegre","3"
"Abr-11","Portalegre","1"
"Abr-12","Portalegre","4"
"Abr-13","Portalegre","6"
"Abr-14","Portalegre","6"
"Abr-15","Portalegre","7"
"Abr-16","Portalegre","6"
"Abr-17","Portalegre","7"
"Abr-18","Portalegre","3"
"Abr-19","Portalegre","5"
"Abr-20","Portalegre","3"
"Abr-21","Portalegre","1"
"Abr-22","Portalegre","4"
"Abr-23","Portalegre","6"
"Abr-24","Portalegre","5"
"Abr-25","Portalegre","8"
"Abr-26","Portalegre","4"
"Abr-27","Portalegre","6"
"Abr-28","Portalegre","9"
"Abr-29","Portalegre","5"
"Abr-30","Portalegre","7"
"Mai-01","Portalegre","4"
"Mai-02","Portalegre","3"
"Mai-03","Portalegre","5"
"Mai-04","Portalegre","4"
"Mai-05","Portalegre","6"
"Mai-06","Portalegre","3"
"Mai-07","Portalegre","6"
"Mai-08","Portalegre","0"
"Mai-09","Portalegre","5"
"Mai-10","Portalegre","8"
"Mai-11","Portalegre","8"
"Mai-12","Portalegre","5"
"Mai-13","Portalegre","4"
"Mai-14","Portalegre","4"
"Mai-15","Portalegre","6"
"Mai-16","Portalegre","3"
"Mai-17","Portalegre","4"
"Mai-18","Portalegre","10"
"Mai-19","Portalegre","4"
"Mai-20","Portalegre","0"
"Mai-21","Portalegre","3"
"Mai-22","Portalegre","5"
"Mai-23","Portalegre","7"
"Mai-24","Portalegre","4"
"Mai-25","Portalegre","5"
"Mai-26","Portalegre","9"
"Mai-27","Portalegre","5"
"Mai-28","Portalegre","7"
"Mai-29","Portalegre","7"
"Mai-30","Portalegre","5"
"Mai-31","Portalegre","3"
"Jun-01","Portalegre","6"
"Jun-02","Portalegre","11"
"Jun-03","Portalegre","6"
"Jun-04","Portalegre","2"
"Jun-05","Portalegre","9"
"Jun-06","Portalegre","4"
"Jun-07","Portalegre","3"
"Jun-08","Portalegre","5"
"Jun-09","Portalegre","3"
"Jun-10","Portalegre","6"
"Jun-11","Portalegre","7"
"Jun-12","Portalegre","6"
"Jun-13","Portalegre","7"
"Jun-14","Portalegre","4"
"Jun-15","Portalegre","6"
"Jun-16","Portalegre","7"
"Jun-17","Portalegre","6"
"Jun-18","Portalegre","3"
"Jun-19","Portalegre","9"
"Jun-20","Portalegre","6"
"Jun-21","Portalegre","3"
"Jun-22","Portalegre","4"
"Jun-23","Portalegre","5"
"Jun-24","Portalegre","2"
"Jun-25","Portalegre","4"
"Jun-26","Portalegre","9"
"Jun-27","Portalegre","1"
"Jun-28","Portalegre","4"
"Jun-29","Portalegre","8"
"Jun-30","Portalegre","4"
"Jul-01","Portalegre","5"
"Jul-02","Portalegre","12"
"Jul-03","Portalegre","7"
"Jul-04","Portalegre","2"
"Jul-05","Portalegre","2"
"Jul-06","Portalegre","0"
"Jul-07","Portalegre","4"
"Jul-08","Portalegre","0"
"Jul-09","Portalegre","4"
"Jul-10","Portalegre","7"
"Jul-11","Portalegre","2"
"Jul-12","Portalegre","5"
"Jul-13","Portalegre","4"
"Jul-14","Portalegre","1"
"Jul-15","Portalegre","4"
"Jul-16","Portalegre","3"
"Jul-17","Portalegre","4"
"Jul-18","Portalegre","3"
"Jul-19","Portalegre","6"
"Jul-20","Portalegre","6"
"Jul-21","Portalegre","2"
"Jul-22","Portalegre","5"
"Jul-23","Portalegre","4"
"Jul-24","Portalegre","7"
"Jul-25","Portalegre","7"
"Jul-26","Portalegre","3"
"Jul-27","Portalegre","3"
"Jul-28","Portalegre","4"
"Jul-29","Portalegre","2"
"Jul-30","Portalegre","4"
"Jul-31","Portalegre","8"
"Ago-01","Portalegre","5"
"Ago-02","Portalegre","5"
"Ago-03","Portalegre","5"
"Ago-04","Portalegre","4"
"Ago-05","Portalegre","4"
"Ago-06","Portalegre","5"
"Ago-07","Portalegre","3"
"Ago-08","Portalegre","4"
"Ago-09","Portalegre","5"
"Ago-10","Portalegre","3"
"Ago-11","Portalegre","8"
"Ago-12","Portalegre","7"
"Ago-13","Portalegre","4"
"Ago-14","Portalegre","4"
"Ago-15","Portalegre","5"
"Ago-16","Portalegre","7"
"Ago-17","Portalegre","7"
"Ago-18","Portalegre","5"
"Ago-19","Portalegre","5"
"Ago-20","Portalegre","6"
"Ago-21","Portalegre","6"
"Ago-22","Portalegre","5"
"Ago-23","Portalegre","5"
"Ago-24","Portalegre","11"
"Ago-25","Portalegre","5"
"Ago-26","Portalegre","6"
"Ago-27","Portalegre","5"
"Ago-28","Portalegre","7"
"Ago-29","Portalegre","9"
"Ago-30","Portalegre","5"
"Ago-31","Portalegre","1"
"Set-01","Portalegre","6"
"Set-02","Portalegre","8"
"Set-03","Portalegre","1"
"Set-04","Portalegre","6"
"Set-05","Portalegre","3"
"Set-06","Portalegre","6"
"Set-07","Portalegre","5"
"Set-08","Portalegre","2"
"Set-09","Portalegre","3"
"Set-10","Portalegre","3"
"Set-11","Portalegre","2"
"Set-12","Portalegre","4"
"Set-13","Portalegre","13"
"Set-14","Portalegre","4"
"Set-15","Portalegre","5"
"Set-16","Portalegre","3"
"Set-17","Portalegre","3"
"Set-18","Portalegre","4"
"Set-19","Portalegre","5"
"Set-20","Portalegre","8"
"Set-21","Portalegre","4"
"Set-22","Portalegre","4"
"Set-23","Portalegre","4"
"Set-24","Portalegre","1"
"Set-25","Portalegre","3"
"Set-26","Portalegre","4"
"Set-27","Portalegre","3"
"Set-28","Portalegre","5"
"Set-29","Portalegre","2"
"Set-30","Portalegre","3"
"Out-01","Portalegre","1"
"Out-02","Portalegre","5"
"Out-03","Portalegre","4"
"Out-04","Portalegre","3"
"Out-05","Portalegre","8"
"Out-06","Portalegre","3"
"Out-07","Portalegre","5"
"Out-08","Portalegre","3"
"Out-09","Portalegre","7"
"Out-10","Portalegre","4"
"Out-11","Portalegre","5"
"Out-12","Portalegre","8"
"Out-13","Portalegre","7"
"Out-14","Portalegre","4"
"Out-15","Portalegre","7"
"Out-16","Portalegre","1"
"Out-17","Portalegre","5"
"Out-18","Portalegre","3"
"Out-19","Portalegre","3"
"Out-20","Portalegre","1"
"Out-21","Portalegre","6"
"Out-22","Portalegre","6"
"Out-23","Portalegre","6"
"Out-24","Portalegre","4"
"Out-25","Portalegre","5"
"Out-26","Portalegre","6"
"Out-27","Portalegre","10"
"Out-28","Portalegre","3"
"Out-29","Portalegre","7"
"Out-30","Portalegre","5"
"Out-31","Portalegre","6"
"Nov-01","Portalegre","7"
"Nov-02","Portalegre","5"
"Nov-03","Portalegre","4"
"Nov-04","Portalegre","7"
"Nov-05","Portalegre","3"
"Nov-06","Portalegre","5"
"Nov-07","Portalegre","3"
"Nov-08","Portalegre","4"
"Nov-09","Portalegre","6"
"Nov-10","Portalegre","3"
"Nov-11","Portalegre","5"
"Nov-12","Portalegre","4"
"Nov-13","Portalegre","5"
"Nov-14","Portalegre","4"
"Nov-15","Portalegre","3"
"Nov-16","Portalegre","5"
"Nov-17","Portalegre","2"
"Nov-18","Portalegre","4"
"Nov-19","Portalegre","8"
"Nov-20","Portalegre","4"
"Nov-21","Portalegre","4"
"Nov-22","Portalegre","7"
"Nov-23","Portalegre","3"
"Nov-24","Portalegre","0"
"Nov-25","Portalegre","1"
"Nov-26","Portalegre","3"
"Nov-27","Portalegre","10"
"Nov-28","Portalegre","6"
"Nov-29","Portalegre","5"
"Nov-30","Portalegre","6"
"Dez-01","Portalegre","4"
"Dez-02","Portalegre","10"
"Dez-03","Portalegre","5"
"Dez-04","Portalegre","7"
"Dez-05","Portalegre","7"
"Dez-06","Portalegre","3"
"Dez-07","Portalegre","1"
"Dez-08","Portalegre","6"
"Dez-09","Portalegre","6"
"Dez-10","Portalegre","1"
"Dez-11","Portalegre","6"
"Dez-12","Portalegre","9"
"Dez-13","Portalegre","3"
"Dez-14","Portalegre","6"
"Dez-15","Portalegre","7"
"Dez-16","Portalegre","4"
"Dez-17","Portalegre","2"
"Dez-18","Portalegre","6"
"Dez-19","Portalegre","8"
"Dez-20","Portalegre","6"
"Dez-21","Portalegre","9"
"Dez-22","Portalegre","5"
"Dez-23","Portalegre","3"
"Dez-24","Portalegre","6"
"Dez-25","Portalegre","4"
"Dez-26","Portalegre","6"
"Dez-27","Portalegre","5"
"Dez-28","Portalegre","3"
"Dez-29","Portalegre","9"
"Dez-30","Portalegre","4"
"Dez-31","Portalegre","6"
"Jan-01","Porto","46"
"Jan-02","Porto","51"
"Jan-03","Porto","55"
"Jan-04","Porto","50"
"Jan-05","Porto","49"
"Jan-06","Porto","55"
"Jan-07","Porto","64"
"Jan-08","Porto","52"
"Jan-09","Porto","67"
"Jan-10","Porto","43"
"Jan-11","Porto","53"
"Jan-12","Porto","69"
"Jan-13","Porto","61"
"Jan-14","Porto","68"
"Jan-15","Porto","49"
"Jan-16","Porto","60"
"Jan-17","Porto","68"
"Jan-18","Porto","61"
"Jan-19","Porto","52"
"Jan-20","Porto","49"
"Jan-21","Porto","57"
"Jan-22","Porto","57"
"Jan-23","Porto","59"
"Jan-24","Porto","72"
"Jan-25","Porto","74"
"Jan-26","Porto","50"
"Jan-27","Porto","61"
"Jan-28","Porto","55"
"Jan-29","Porto","84"
"Jan-30","Porto","49"
"Jan-31","Porto","54"
"Fev-01","Porto","47"
"Fev-02","Porto","57"
"Fev-03","Porto","52"
"Fev-04","Porto","53"
"Fev-05","Porto","60"
"Fev-06","Porto","62"
"Fev-07","Porto","53"
"Fev-08","Porto","52"
"Fev-09","Porto","57"
"Fev-10","Porto","63"
"Fev-11","Porto","70"
"Fev-12","Porto","51"
"Fev-13","Porto","55"
"Fev-14","Porto","59"
"Fev-15","Porto","55"
"Fev-16","Porto","47"
"Fev-17","Porto","50"
"Fev-18","Porto","59"
"Fev-19","Porto","48"
"Fev-20","Porto","56"
"Fev-21","Porto","52"
"Fev-22","Porto","60"
"Fev-23","Porto","63"
"Fev-24","Porto","61"
"Fev-25","Porto","44"
"Fev-26","Porto","58"
"Fev-27","Porto","52"
"Fev-28","Porto","50"
"Mar-01","Porto","47"
"Mar-02","Porto","36"
"Mar-03","Porto","54"
"Mar-04","Porto","55"
"Mar-05","Porto","46"
"Mar-06","Porto","53"
"Mar-07","Porto","52"
"Mar-08","Porto","45"
"Mar-09","Porto","46"
"Mar-10","Porto","34"
"Mar-11","Porto","47"
"Mar-12","Porto","54"
"Mar-13","Porto","41"
"Mar-14","Porto","39"
"Mar-15","Porto","35"
"Mar-16","Porto","35"
"Mar-17","Porto","55"
"Mar-18","Porto","49"
"Mar-19","Porto","52"
"Mar-20","Porto","43"
"Mar-21","Porto","48"
"Mar-22","Porto","47"
"Mar-23","Porto","40"
"Mar-24","Porto","41"
"Mar-25","Porto","48"
"Mar-26","Porto","52"
"Mar-27","Porto","47"
"Mar-28","Porto","38"
"Mar-29","Porto","41"
"Mar-30","Porto","51"
"Mar-31","Porto","41"
"Abr-01","Porto","38"
"Abr-02","Porto","46"
"Abr-03","Porto","37"
"Abr-04","Porto","40"
"Abr-05","Porto","51"
"Abr-06","Porto","41"
"Abr-07","Porto","44"
"Abr-08","Porto","48"
"Abr-09","Porto","41"
"Abr-10","Porto","51"
"Abr-11","Porto","44"
"Abr-12","Porto","44"
"Abr-13","Porto","47"
"Abr-14","Porto","43"
"Abr-15","Porto","39"
"Abr-16","Porto","35"
"Abr-17","Porto","43"
"Abr-18","Porto","38"
"Abr-19","Porto","30"
"Abr-20","Porto","47"
"Abr-21","Porto","40"
"Abr-22","Porto","53"
"Abr-23","Porto","44"
"Abr-24","Porto","42"
"Abr-25","Porto","49"
"Abr-26","Porto","50"
"Abr-27","Porto","29"
"Abr-28","Porto","34"
"Abr-29","Porto","52"
"Abr-30","Porto","42"
"Mai-01","Porto","31"
"Mai-02","Porto","45"
"Mai-03","Porto","41"
"Mai-04","Porto","51"
"Mai-05","Porto","48"
"Mai-06","Porto","34"
"Mai-07","Porto","46"
"Mai-08","Porto","35"
"Mai-09","Porto","44"
"Mai-10","Porto","43"
"Mai-11","Porto","42"
"Mai-12","Porto","47"
"Mai-13","Porto","45"
"Mai-14","Porto","33"
"Mai-15","Porto","46"
"Mai-16","Porto","36"
"Mai-17","Porto","34"
"Mai-18","Porto","38"
"Mai-19","Porto","44"
"Mai-20","Porto","44"
"Mai-21","Porto","47"
"Mai-22","Porto","34"
"Mai-23","Porto","41"
"Mai-24","Porto","37"
"Mai-25","Porto","49"
"Mai-26","Porto","32"
"Mai-27","Porto","34"
"Mai-28","Porto","46"
"Mai-29","Porto","47"
"Mai-30","Porto","44"
"Mai-31","Porto","38"
"Jun-01","Porto","44"
"Jun-02","Porto","41"
"Jun-03","Porto","39"
"Jun-04","Porto","39"
"Jun-05","Porto","36"
"Jun-06","Porto","37"
"Jun-07","Porto","31"
"Jun-08","Porto","36"
"Jun-09","Porto","40"
"Jun-10","Porto","39"
"Jun-11","Porto","37"
"Jun-12","Porto","36"
"Jun-13","Porto","43"
"Jun-14","Porto","54"
"Jun-15","Porto","44"
"Jun-16","Porto","35"
"Jun-17","Porto","55"
"Jun-18","Porto","35"
"Jun-19","Porto","38"
"Jun-20","Porto","42"
"Jun-21","Porto","42"
"Jun-22","Porto","37"
"Jun-23","Porto","38"
"Jun-24","Porto","39"
"Jun-25","Porto","51"
"Jun-26","Porto","40"
"Jun-27","Porto","30"
"Jun-28","Porto","36"
"Jun-29","Porto","39"
"Jun-30","Porto","28"
"Jul-01","Porto","41"
"Jul-02","Porto","32"
"Jul-03","Porto","36"
"Jul-04","Porto","44"
"Jul-05","Porto","43"
"Jul-06","Porto","42"
"Jul-07","Porto","36"
"Jul-08","Porto","41"
"Jul-09","Porto","39"
"Jul-10","Porto","32"
"Jul-11","Porto","45"
"Jul-12","Porto","38"
"Jul-13","Porto","50"
"Jul-14","Porto","33"
"Jul-15","Porto","38"
"Jul-16","Porto","41"
"Jul-17","Porto","37"
"Jul-18","Porto","40"
"Jul-19","Porto","38"
"Jul-20","Porto","33"
"Jul-21","Porto","36"
"Jul-22","Porto","34"
"Jul-23","Porto","34"
"Jul-24","Porto","42"
"Jul-25","Porto","36"
"Jul-26","Porto","40"
"Jul-27","Porto","46"
"Jul-28","Porto","33"
"Jul-29","Porto","33"
"Jul-30","Porto","36"
"Jul-31","Porto","31"
"Ago-01","Porto","39"
"Ago-02","Porto","44"
"Ago-03","Porto","46"
"Ago-04","Porto","29"
"Ago-05","Porto","41"
"Ago-06","Porto","46"
"Ago-07","Porto","44"
"Ago-08","Porto","39"
"Ago-09","Porto","39"
"Ago-10","Porto","36"
"Ago-11","Porto","37"
"Ago-12","Porto","34"
"Ago-13","Porto","32"
"Ago-14","Porto","35"
"Ago-15","Porto","34"
"Ago-16","Porto","31"
"Ago-17","Porto","29"
"Ago-18","Porto","34"
"Ago-19","Porto","39"
"Ago-20","Porto","46"
"Ago-21","Porto","33"
"Ago-22","Porto","34"
"Ago-23","Porto","41"
"Ago-24","Porto","50"
"Ago-25","Porto","30"
"Ago-26","Porto","40"
"Ago-27","Porto","26"
"Ago-28","Porto","48"
"Ago-29","Porto","59"
"Ago-30","Porto","40"
"Ago-31","Porto","30"
"Set-01","Porto","49"
"Set-02","Porto","40"
"Set-03","Porto","35"
"Set-04","Porto","37"
"Set-05","Porto","30"
"Set-06","Porto","33"
"Set-07","Porto","33"
"Set-08","Porto","40"
"Set-09","Porto","32"
"Set-10","Porto","34"
"Set-11","Porto","45"
"Set-12","Porto","43"
"Set-13","Porto","39"
"Set-14","Porto","31"
"Set-15","Porto","33"
"Set-16","Porto","44"
"Set-17","Porto","27"
"Set-18","Porto","36"
"Set-19","Porto","49"
"Set-20","Porto","38"
"Set-21","Porto","42"
"Set-22","Porto","26"
"Set-23","Porto","40"
"Set-24","Porto","37"
"Set-25","Porto","33"
"Set-26","Porto","52"
"Set-27","Porto","42"
"Set-28","Porto","41"
"Set-29","Porto","52"
"Set-30","Porto","42"
"Out-01","Porto","46"
"Out-02","Porto","40"
"Out-03","Porto","59"
"Out-04","Porto","46"
"Out-05","Porto","47"
"Out-06","Porto","34"
"Out-07","Porto","36"
"Out-08","Porto","39"
"Out-09","Porto","35"
"Out-10","Porto","43"
"Out-11","Porto","46"
"Out-12","Porto","35"
"Out-13","Porto","31"
"Out-14","Porto","28"
"Out-15","Porto","34"
"Out-16","Porto","34"
"Out-17","Porto","37"
"Out-18","Porto","36"
"Out-19","Porto","51"
"Out-20","Porto","34"
"Out-21","Porto","45"
"Out-22","Porto","53"
"Out-23","Porto","54"
"Out-24","Porto","39"
"Out-25","Porto","33"
"Out-26","Porto","42"
"Out-27","Porto","39"
"Out-28","Porto","54"
"Out-29","Porto","29"
"Out-30","Porto","55"
"Out-31","Porto","47"
"Nov-01","Porto","47"
"Nov-02","Porto","46"
"Nov-03","Porto","39"
"Nov-04","Porto","51"
"Nov-05","Porto","47"
"Nov-06","Porto","43"
"Nov-07","Porto","41"
"Nov-08","Porto","42"
"Nov-09","Porto","49"
"Nov-10","Porto","34"
"Nov-11","Porto","39"
"Nov-12","Porto","43"
"Nov-13","Porto","33"
"Nov-14","Porto","40"
"Nov-15","Porto","49"
"Nov-16","Porto","59"
"Nov-17","Porto","61"
"Nov-18","Porto","43"
"Nov-19","Porto","56"
"Nov-20","Porto","50"
"Nov-21","Porto","45"
"Nov-22","Porto","55"
"Nov-23","Porto","40"
"Nov-24","Porto","43"
"Nov-25","Porto","59"
"Nov-26","Porto","43"
"Nov-27","Porto","55"
"Nov-28","Porto","51"
"Nov-29","Porto","46"
"Nov-30","Porto","46"
"Dez-01","Porto","51"
"Dez-02","Porto","46"
"Dez-03","Porto","49"
"Dez-04","Porto","45"
"Dez-05","Porto","54"
"Dez-06","Porto","52"
"Dez-07","Porto","48"
"Dez-08","Porto","46"
"Dez-09","Porto","45"
"Dez-10","Porto","38"
"Dez-11","Porto","51"
"Dez-12","Porto","39"
"Dez-13","Porto","52"
"Dez-14","Porto","44"
"Dez-15","Porto","41"
"Dez-16","Porto","46"
"Dez-17","Porto","29"
"Dez-18","Porto","55"
"Dez-19","Porto","51"
"Dez-20","Porto","60"
"Dez-21","Porto","51"
"Dez-22","Porto","53"
"Dez-23","Porto","50"
"Dez-24","Porto","39"
"Dez-25","Porto","56"
"Dez-26","Porto","41"
"Dez-27","Porto","43"
"Dez-28","Porto","44"
"Dez-29","Porto","63"
"Dez-30","Porto","39"
"Dez-31","Porto","41"
"Jan-01","Santarém","16"
"Jan-02","Santarém","22"
"Jan-03","Santarém","17"
"Jan-04","Santarém","13"
"Jan-05","Santarém","32"
"Jan-06","Santarém","22"
"Jan-07","Santarém","24"
"Jan-08","Santarém","30"
"Jan-09","Santarém","24"
"Jan-10","Santarém","20"
"Jan-11","Santarém","25"
"Jan-12","Santarém","33"
"Jan-13","Santarém","19"
"Jan-14","Santarém","26"
"Jan-15","Santarém","26"
"Jan-16","Santarém","21"
"Jan-17","Santarém","17"
"Jan-18","Santarém","28"
"Jan-19","Santarém","20"
"Jan-20","Santarém","20"
"Jan-21","Santarém","14"
"Jan-22","Santarém","15"
"Jan-23","Santarém","30"
"Jan-24","Santarém","26"
"Jan-25","Santarém","31"
"Jan-26","Santarém","18"
"Jan-27","Santarém","25"
"Jan-28","Santarém","27"
"Jan-29","Santarém","22"
"Jan-30","Santarém","28"
"Jan-31","Santarém","23"
"Fev-01","Santarém","28"
"Fev-02","Santarém","24"
"Fev-03","Santarém","15"
"Fev-04","Santarém","15"
"Fev-05","Santarém","16"
"Fev-06","Santarém","19"
"Fev-07","Santarém","23"
"Fev-08","Santarém","19"
"Fev-09","Santarém","16"
"Fev-10","Santarém","15"
"Fev-11","Santarém","21"
"Fev-12","Santarém","24"
"Fev-13","Santarém","19"
"Fev-14","Santarém","19"
"Fev-15","Santarém","18"
"Fev-16","Santarém","14"
"Fev-17","Santarém","21"
"Fev-18","Santarém","25"
"Fev-19","Santarém","20"
"Fev-20","Santarém","16"
"Fev-21","Santarém","12"
"Fev-22","Santarém","21"
"Fev-23","Santarém","18"
"Fev-24","Santarém","17"
"Fev-25","Santarém","17"
"Fev-26","Santarém","12"
"Fev-27","Santarém","15"
"Fev-28","Santarém","21"
"Mar-01","Santarém","23"
"Mar-02","Santarém","13"
"Mar-03","Santarém","22"
"Mar-04","Santarém","14"
"Mar-05","Santarém","12"
"Mar-06","Santarém","17"
"Mar-07","Santarém","21"
"Mar-08","Santarém","11"
"Mar-09","Santarém","24"
"Mar-10","Santarém","14"
"Mar-11","Santarém","21"
"Mar-12","Santarém","21"
"Mar-13","Santarém","12"
"Mar-14","Santarém","17"
"Mar-15","Santarém","12"
"Mar-16","Santarém","17"
"Mar-17","Santarém","13"
"Mar-18","Santarém","16"
"Mar-19","Santarém","13"
"Mar-20","Santarém","18"
"Mar-21","Santarém","17"
"Mar-22","Santarém","13"
"Mar-23","Santarém","22"
"Mar-24","Santarém","21"
"Mar-25","Santarém","17"
"Mar-26","Santarém","15"
"Mar-27","Santarém","14"
"Mar-28","Santarém","14"
"Mar-29","Santarém","15"
"Mar-30","Santarém","17"
"Mar-31","Santarém","12"
"Abr-01","Santarém","20"
"Abr-02","Santarém","19"
"Abr-03","Santarém","11"
"Abr-04","Santarém","26"
"Abr-05","Santarém","20"
"Abr-06","Santarém","19"
"Abr-07","Santarém","17"
"Abr-08","Santarém","20"
"Abr-09","Santarém","22"
"Abr-10","Santarém","19"
"Abr-11","Santarém","14"
"Abr-12","Santarém","22"
"Abr-13","Santarém","7"
"Abr-14","Santarém","15"
"Abr-15","Santarém","12"
"Abr-16","Santarém","20"
"Abr-17","Santarém","16"
"Abr-18","Santarém","11"
"Abr-19","Santarém","13"
"Abr-20","Santarém","21"
"Abr-21","Santarém","10"
"Abr-22","Santarém","21"
"Abr-23","Santarém","14"
"Abr-24","Santarém","22"
"Abr-25","Santarém","14"
"Abr-26","Santarém","13"
"Abr-27","Santarém","12"
"Abr-28","Santarém","13"
"Abr-29","Santarém","16"
"Abr-30","Santarém","17"
"Mai-01","Santarém","18"
"Mai-02","Santarém","16"
"Mai-03","Santarém","18"
"Mai-04","Santarém","16"
"Mai-05","Santarém","23"
"Mai-06","Santarém","21"
"Mai-07","Santarém","18"
"Mai-08","Santarém","17"
"Mai-09","Santarém","18"
"Mai-10","Santarém","19"
"Mai-11","Santarém","16"
"Mai-12","Santarém","12"
"Mai-13","Santarém","8"
"Mai-14","Santarém","15"
"Mai-15","Santarém","18"
"Mai-16","Santarém","15"
"Mai-17","Santarém","8"
"Mai-18","Santarém","20"
"Mai-19","Santarém","13"
"Mai-20","Santarém","8"
"Mai-21","Santarém","14"
"Mai-22","Santarém","14"
"Mai-23","Santarém","9"
"Mai-24","Santarém","12"
"Mai-25","Santarém","14"
"Mai-26","Santarém","16"
"Mai-27","Santarém","14"
"Mai-28","Santarém","9"
"Mai-29","Santarém","14"
"Mai-30","Santarém","10"
"Mai-31","Santarém","12"
"Jun-01","Santarém","25"
"Jun-02","Santarém","19"
"Jun-03","Santarém","15"
"Jun-04","Santarém","15"
"Jun-05","Santarém","14"
"Jun-06","Santarém","20"
"Jun-07","Santarém","12"
"Jun-08","Santarém","11"
"Jun-09","Santarém","9"
"Jun-10","Santarém","8"
"Jun-11","Santarém","15"
"Jun-12","Santarém","14"
"Jun-13","Santarém","16"
"Jun-14","Santarém","13"
"Jun-15","Santarém","21"
"Jun-16","Santarém","10"
"Jun-17","Santarém","11"
"Jun-18","Santarém","17"
"Jun-19","Santarém","15"
"Jun-20","Santarém","12"
"Jun-21","Santarém","13"
"Jun-22","Santarém","15"
"Jun-23","Santarém","18"
"Jun-24","Santarém","5"
"Jun-25","Santarém","11"
"Jun-26","Santarém","17"
"Jun-27","Santarém","21"
"Jun-28","Santarém","13"
"Jun-29","Santarém","19"
"Jun-30","Santarém","16"
"Jul-01","Santarém","19"
"Jul-02","Santarém","15"
"Jul-03","Santarém","7"
"Jul-04","Santarém","20"
"Jul-05","Santarém","17"
"Jul-06","Santarém","8"
"Jul-07","Santarém","22"
"Jul-08","Santarém","13"
"Jul-09","Santarém","13"
"Jul-10","Santarém","17"
"Jul-11","Santarém","14"
"Jul-12","Santarém","17"
"Jul-13","Santarém","14"
"Jul-14","Santarém","15"
"Jul-15","Santarém","17"
"Jul-16","Santarém","17"
"Jul-17","Santarém","14"
"Jul-18","Santarém","12"
"Jul-19","Santarém","20"
"Jul-20","Santarém","11"
"Jul-21","Santarém","14"
"Jul-22","Santarém","16"
"Jul-23","Santarém","10"
"Jul-24","Santarém","12"
"Jul-25","Santarém","19"
"Jul-26","Santarém","7"
"Jul-27","Santarém","14"
"Jul-28","Santarém","13"
"Jul-29","Santarém","13"
"Jul-30","Santarém","10"
"Jul-31","Santarém","13"
"Ago-01","Santarém","14"
"Ago-02","Santarém","15"
"Ago-03","Santarém","13"
"Ago-04","Santarém","9"
"Ago-05","Santarém","9"
"Ago-06","Santarém","14"
"Ago-07","Santarém","10"
"Ago-08","Santarém","14"
"Ago-09","Santarém","18"
"Ago-10","Santarém","8"
"Ago-11","Santarém","12"
"Ago-12","Santarém","15"
"Ago-13","Santarém","9"
"Ago-14","Santarém","14"
"Ago-15","Santarém","9"
"Ago-16","Santarém","13"
"Ago-17","Santarém","14"
"Ago-18","Santarém","13"
"Ago-19","Santarém","11"
"Ago-20","Santarém","13"
"Ago-21","Santarém","14"
"Ago-22","Santarém","15"
"Ago-23","Santarém","26"
"Ago-24","Santarém","15"
"Ago-25","Santarém","13"
"Ago-26","Santarém","15"
"Ago-27","Santarém","12"
"Ago-28","Santarém","8"
"Ago-29","Santarém","13"
"Ago-30","Santarém","22"
"Ago-31","Santarém","10"
"Set-01","Santarém","14"
"Set-02","Santarém","12"
"Set-03","Santarém","11"
"Set-04","Santarém","14"
"Set-05","Santarém","10"
"Set-06","Santarém","11"
"Set-07","Santarém","16"
"Set-08","Santarém","21"
"Set-09","Santarém","11"
"Set-10","Santarém","10"
"Set-11","Santarém","12"
"Set-12","Santarém","13"
"Set-13","Santarém","17"
"Set-14","Santarém","14"
"Set-15","Santarém","9"
"Set-16","Santarém","16"
"Set-17","Santarém","14"
"Set-18","Santarém","10"
"Set-19","Santarém","14"
"Set-20","Santarém","17"
"Set-21","Santarém","27"
"Set-22","Santarém","14"
"Set-23","Santarém","11"
"Set-24","Santarém","15"
"Set-25","Santarém","8"
"Set-26","Santarém","10"
"Set-27","Santarém","17"
"Set-28","Santarém","8"
"Set-29","Santarém","10"
"Set-30","Santarém","20"
"Out-01","Santarém","6"
"Out-02","Santarém","14"
"Out-03","Santarém","21"
